text,summary
"On 4 January 2011, Mrs Sylvie Beghal passed through East Midlands Airport with her three children on returning from visiting her husband in Paris, a French national in custody on terrorist offences.","She was stopped by police and, although not formally detained, arrested or suspected of being a terrorist, was told they needed to speak to her to establish whether she was involved in terrorist acts."
Civil Appeal No. 1 of 1956.,On appeal from the judgment and order dated the 2nd/21st day of September 1955 of the Madras High Court in Writ Appeal No. 65 of 1955 arising out of the order dated the 5th day of May 1955 of the said High Court in Writ Petition No. 158 of 1955.
"In 1999 the Inland Revenue, as it was then known and to which I will refer as the Revenue, published a revised version of a booklet known as IR20 and entitled Residents and non residents Liability to tax in the United Kingdom.","The 1999 version of the booklet, which remained operative until 2009 and which I will call the booklet, offered general guidance upon the meaning of the word residence and of the phrase ordinary residence in the context of an individuals liability for UK income tax and capital gains tax."
Appeals Nos. 756 & 757 of 1957.,"Appeal by special leave from the Award dated January 8, 1957, of the Industrial Tribunal, Bombay, in 1."
This question in this appeal is whether the courts of England or Hungary should have jurisdiction to determine proceedings concerning the future welfare of two young girls.,They are Hungarian nationals but were born and have been resident in England all their lives.
(CRL.) No. 369 of 1986.,Under Article 32 of the Constitution of India.
"So far as knowledge is concerned the court must attribute to the intoxicated man the same knowledge as if he was quite sober but so far as intent or intention is concerned, the court must gather it from the attending general circumstances of the case paying due regard to the degree of intoxication.","If the man was beside his mind altogether for the time being, it would not be possible to fix him with the requisite intention."
minal Appeal No. 554 of 1984.,"From the Judgment and Order dated 27.9.1984 of the Allahabad High Court in Government Appeal No. 1634 of 1977 M.R. Sharma, Ms. Anjana Sharma and R.D. Upadhayaya for the Appellant."
"Civil Appeal No. 2281 of 1969 Appeal by Special Leave from the Judgment and Order dated 6th December, 1965 of the Allahabad High Court in Special Appeal No. 978/62.",Shiv Pujan Singh and M. V. Goswami for the Appellant.
"The Municipal Committee, Akola, passed a resolution to impose an octroi tax and forwarded it along with the draft rules of assessment and collection to the State Government.","The State Government published a notification in the Gazette which contained the articles to be taxed, the rate or rates at which they were to be taxed and a brief statement of objects and reasons for the imposition of the tax."
Appeal No. 2461 of 1968.,"Appeal by certificate from the judgment and order dated June 6, 1968 of the Mysore High Court in W.P. No. 769 of 1966."
Appeal No. 1036 of 1966.,"Appeal by special leave from the judgment and order dated March 15, 1965 of the Allahabad High Court in First Appeal No. 268 of 1963."
"On 5 August 2009, at 2.29am, Ms Michael dialled 999 from her mobile phone.","She told the call handler at the Gwent Police call centre that: her ex boyfriend was aggressive; he had just turned up at her house; he had found her with another man; he had bitten her ear really hard; he then drove the other man home with Ms Michaels car but, before doing so, told her that he would return to hit her; that he was going to be back any minute literally; and, according to the recorded transcript of this conversation, that her ex boyfriend had told her Im going to drop him home and (inaudible) [fucking kill you]."
Civil Appeal Nos.,"6092 & 6093 of 1983 Appeals by Special leave from the Judgment and order dated the 4th February, 1983 of the Bombay High Court in W.P. No. 173 of 1983 M.K Ramamurthi and Urmila Sirur for the Appellant."
ivil Appeal No. 3154 of 1982.,From the Judgment and Order dated 28.9.1981 of the Allahabad High Court in S.A. No. 1874 of 1970.
iminal Appeal No. 22 of 1973.,Appeal by special leave from the judgment and order dated the 13th July 1972 of the High Court of Himachal Pradesh at Simla in Criminal Appeal No. 31 of 1970 and Murder Reference No. 21 of 1970.
Special Leave Petition (Civil) No. 3584 of 1987.,"From the Judgment and order dated 8.12.1986 of the Central Administrative Tribunal, Calcutta in T.A. No. 1143 of 1986."
tition (Crl.) No. 724 of 1980.,Under Article 32 of the Constitution Ram Jethmalani and Miss Rani Jethmalani for the petitioner.
Civil Appeal No. 1800 of 1968 From the Judgment and order dated 20 10 1967 of the Delhi High Court in Civil Writ No. 1376 of 1967.,"section N. Kacker, Sol."
Appeal No.180 of 1959.,"Appeal from the judgment and order dated June 30, 1955 of the former Nagpur High Court in Misc."
"The Punjab High Court has jurisdiction to issue a writ under article 226 of the Constitution to the Income tax Investigation Commission located in Delhi and investigating the case of the petitioner under 5 of the Taxation on Income (Investigation Commission) Act, 1947, although the petitioners were assessees within the U.P. State and their original assessments were made by the Income tax authorities of that State.",Article 226 of the Constitution confers on all the High Courts new and very wide powers in the matter of issuing writs which they never possessed before.
"The respondents, two employees of a nationalised Bank and two account holders, were charged with offences punisha ble under Sections 120B, 420, 468, 471 I.P.C. and 5(2) read with Section 5(1)(d) of the Prevention of Corruption Act, 1947.","The F.I.R. alleged that the two Bank employees entered into a criminal conspiracy with the two account holders to cheat the Bank and, in pursuance thereof an amount of Rs.54,600 was allowed to be withdrawn by the account hold ers, who had tendered three cheques aggregating to Rs.54,600, on the basis of the false credit entries in the books of accounts of the Bank, and connected credit and debit vouchers were also prepared."
The appellant landlord obtained a decree of eviction of respondent No. 1 company from the suit premises.,"Aggrieved, respondent No. 1 filed a Writ Petition before the High Court."
Civil Appeal No. 173 of 1969.,From the Judgment and order dated 2 4 1968 of the Allahabad High Court in First Appeal No. 5/62.
"This appeal by special leave was directed against the order of the High Court asking the Income tax Appellate Tribunal under section 66(4) Of the Income tax Act to submit a supplementary ' statement of case on points, which were never raised by the parties nor decided by the Income tax Authorities or the Tribunal.","The only question canvassed before them was whether certain cheques, which were received by the assessee at Bhavnagar having been cashed in British India, the monies in respect of them could be said to have been received in British India."
